"idpessoa","descNome","numCNPJ"
1606840,Zeca Loteiro 1606840,136363006100
409700,Zeca Loteiro 409700,256661003535
49230,Zeca Loteiro 49230,1311505000060
37338,Zeca Loteiro 37338,
1613342,Zeca Loteiro 1613342,1133336000106
1480247,Zeca Loteiro 1480247,660606000060
2679544,Zeca Loteiro 2679544,22216062000122
2148099,Zeca Loteiro 2148099,61606615000131
1342733,Zeca Loteiro 1342733,
1096196,Zeca Loteiro 1096196,10256125000136
1239557,Zeca Loteiro 1239557,136363006100
1743935,Zeca Loteiro 1743935,16302316000112
1060215,Zeca Loteiro 1060215,66503102000105
1220086,Zeca Loteiro 1220086,10662630000106
17352,Zeca Loteiro 17352,16136331000115
424544,Zeca Loteiro 424544,22553206000515
1178707,Zeca Loteiro 1178707,63636103000120
598478,Zeca Loteiro 598478,13500233000266
1823956,Zeca Loteiro 1823956,
3584545,Zeca Loteiro 3584545,5261315000132
1447854,Zeca Loteiro 1447854,3066152000113
777530,Zeca Loteiro 777530,6212363000160
775885,Zeca Loteiro 775885,22113103000130
1136321,Zeca Loteiro 1136321,22216062000122
112845,Zeca Loteiro 112845,22565661000126
88403,Zeca Loteiro 88403,
1798894,Zeca Loteiro 1798894,
779029,Zeca Loteiro 779029,1665010000101
1504956,Zeca Loteiro 1504956,
1721684,Zeca Loteiro 1721684,12336321000103
2035289,Zeca Loteiro 2035289,
159468,Zeca Loteiro 159468,22502651000113
636644,Zeca Loteiro 636644,256661015316
1127201,Zeca Loteiro 1127201,21003516000110
802171,Zeca Loteiro 802171,22602035001156
699852,Zeca Loteiro 699852,22103620000166
4075561,Zeca Loteiro 4075561,3220050000120
1151358,Zeca Loteiro 1151358,22321111000163
638905,Zeca Loteiro 638905,1050362000001
793495,Zeca Loteiro 793495,56123633000010
1136853,Zeca Loteiro 1136853,16163022000113
3796965,Zeca Loteiro 3796965,60003001000153
1204669,Zeca Loteiro 1204669,
749031,Zeca Loteiro 749031,10101105000160
597568,Zeca Loteiro 597568,20651312000115
3232996,Zeca Loteiro 3232996,36263102
2722669,Zeca Loteiro 2722669,10663335000105
106572,Zeca Loteiro 106572,22013603000120
3367330,Zeca Loteiro 3367330,22613015000161
174634,Zeca Loteiro 174634,
774675,Zeca Loteiro 774675,56316016000116
1224263,Zeca Loteiro 1224263,66516111000110
742680,Zeca Loteiro 742680,5060113000130
85437,Zeca Loteiro 85437,66606023051151
1493649,Zeca Loteiro 1493649,
1327178,Zeca Loteiro 1327178,
2044405,Zeca Loteiro 2044405,
1150188,Zeca Loteiro 1150188,22511200000116
1055498,Zeca Loteiro 1055498,320110000003
2020281,Zeca Loteiro 2020281,15060255000151
540222,Zeca Loteiro 540222,16160162000112
16062,Zeca Loteiro 16062,
1606840,Zeca Loteiro 1606840,136363006100
4101712,Zeca Loteiro 4101712,21016013000150
575067,Zeca Loteiro 575067,22130602000136
774591,Zeca Loteiro 774591,10101105000160
1636442,Zeca Loteiro 1636442,100030000001
4073250,Zeca Loteiro 4073250,11160606000110
16942,Zeca Loteiro 16942,
732587,Zeca Loteiro 732587,21602011000130
17688,Zeca Loteiro 17688,22210615000266
1821293,Zeca Loteiro 1821293,
844415,Zeca Loteiro 844415,1313333000105
1335300,Zeca Loteiro 1335300,66606023051151
174917,Zeca Loteiro 174917,
638905,Zeca Loteiro 638905,1050362000001
215307,Zeca Loteiro 215307,22052360000113
112845,Zeca Loteiro 112845,22565661000126
1938486,Zeca Loteiro 1938486,3150661000113
2389074,Zeca Loteiro 2389074,61021663000163
767455,Zeca Loteiro 767455,6111122000120
3210982,Zeca Loteiro 3210982,20163001000102
1726638,Zeca Loteiro 1726638,33363636000163
47434,Zeca Loteiro 47434,261130001112
1136321,Zeca Loteiro 1136321,22216062000122
8546,Zeca Loteiro 8546,
455054,Zeca Loteiro 455054,22662313000111
793495,Zeca Loteiro 793495,56123633000010
2692859,Zeca Loteiro 2692859,66606023000110
2140933,Zeca Loteiro 2140933,610560000001
884558,Zeca Loteiro 884558,1103560000125
409700,Zeca Loteiro 409700,256661003535
137,Zeca Loteiro 137,22113103000130
455054,Zeca Loteiro 455054,22662313000111
4076022,Zeca Loteiro 4076022,22036665000161
1673385,Zeca Loteiro 1673385,1021133000006
1299755,Zeca Loteiro 1299755,16656135000101
82006,Zeca Loteiro 82006,22311332000111
3242898,Zeca Loteiro 3242898,63310010156
112845,Zeca Loteiro 112845,22565661000126
1755176,Zeca Loteiro 1755176,3511030000166
48723,Zeca Loteiro 48723,
2546268,Zeca Loteiro 2546268,1103560000125
751371,Zeca Loteiro 751371,1263305000161
639259,Zeca Loteiro 639259,360520000051
82006,Zeca Loteiro 82006,22311332000111
188,Zeca Loteiro 188,
1301325,Zeca Loteiro 1301325,
1182,Zeca Loteiro 1182,22360661000162
4456506,Zeca Loteiro 4456506,16531163000160
639326,Zeca Loteiro 639326,61011000010
37617,Zeca Loteiro 37617,
85437,Zeca Loteiro 85437,66606023051151
463207,Zeca Loteiro 463207,22011553000163
47434,Zeca Loteiro 47434,261130001112
1323533,Zeca Loteiro 1323533,
636644,Zeca Loteiro 636644,256661015316
422887,Zeca Loteiro 422887,
58856,Zeca Loteiro 58856,
636644,Zeca Loteiro 636644,256661015316
3807175,Zeca Loteiro 3807175,66106620000130
2483865,Zeca Loteiro 2483865,2160130000150
3320885,Zeca Loteiro 3320885,3633011000105
620395,Zeca Loteiro 620395,200056000035
2691907,Zeca Loteiro 2691907,66606023000110
1650900,Zeca Loteiro 1650900,
3801189,Zeca Loteiro 3801189,66631016000120
1051279,Zeca Loteiro 1051279,16601560000106
